files,pop,dry,mm_px,c,mm_px2,d10,d16,d25,d50,d65,d75,d84,d90,mean,P10,P16,P25,P50,P65,P75,P84,P90,P50mean
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,0.957254881130617,0.021111820852365,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,10.126529603291,11.7652846863943,12.452729009822,14.379969553039,15.6766774960413,16.6054785407465,19.0232869685496,21.099666068206,14.7643836609032
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,0.86739058944795,0.019129904787556,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,11.1756687351583,12.9842038073185,13.7428694443592,15.8697779438871,17.3008287564509,18.3258564019655,20.9941571044509,23.2856553664839,16.2940185174015
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,0.975029156298905,0.021503824403906,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,9.9419282275209,11.5508096564957,12.2257222269101,14.1178301758767,15.3908998064829,16.3027692904871,18.6765023262649,20.7150301132374,14.495236614188
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,1.11224771321195,0.02453011724218,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,8.71538756746065,10.1257804895088,10.7174287584059,12.3761064029566,13.4921167962306,14.2914884857221,16.372372889134,18.1594064830119,12.706952020131
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,0.983278867966273,0.021685768041111,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,9.85851542982256,11.4538983403929,12.1231483929926,13.9993815524859,15.2617701263471,16.165989023558,18.5198064344216,20.5412309691873,14.3736215500255
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,1.07319473844667,0.023668821652836,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,9.03253579652695,10.4942521524502,11.1074301811267,12.8264662060121,13.9830876125206,14.8115480044623,16.9681546632903,18.8202174409187,13.1693511158478
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.022054545,1.02504661792314,0.022606936762084,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,9.45680881451463,10.9871843846099,11.6291643907875,13.4289463566509,14.6398961672602,15.5072707023274,17.7651767123415,19.7042339156625,13.787937132967
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.038816,0.578870461611129,0.022469435837898,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,9.51467942422767,11.0544200739252,11.7003286542243,13.5111243226758,14.7294844981604,15.6021669012599,17.8738900878752,19.8248132837129,13.872311930451
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.038816,0.731476548678019,0.028392993713486,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,7.5296561186256,8.74816460295455,9.25931892322919,10.6923329089466,11.6565097078694,12.3471266065725,14.1449059777162,15.68881304211,10.9781668671493
sandsnap_images/Calvert/dry/IMG_20190103_132059_4c.jpg,0,1,0.038816,0.475940872370226,0.018474120901923,0.213789478840848,0.248386582576229,0.262899783978408,0.303587341066221,0.330963206856723,0.350571888120029,0.401616226503146,0.445452370076687,0.31170302284457,11.5723762974074,13.445109723753,14.230706044099,16.4331143375068,17.9149637817017,18.9763772783117,21.7393958086172,24.1122363787457,16.8724143627386
